id,sex,employment,married,income,digital2
13372,F,employed,1,18305,.53027266
13373,F,employed,0,9933,.38001102
13374,M,employed,1,18452,.85923731
13375,M,employed,1,5942,0
13376,M,employed,1,22259,.929115
13377,M,employed,1,61746,0
13378,M,employed,1,23091,.12327816
13379,M,employed,1,8850,.17156053
13380,F,employed,1,10518,.88042426
13381,M,employed,1,6695,0
13382,M,employed,1,18673,.69288617
13383,M,employed,1,63808,.46396002
13384,M,employed,0,12142,.84207124
13385,M,retired,1,5358,.26958838
13386,M,employed,1,75482,.22207887
13387,F,employed,1,10780,.80019182
13388,M,employed,1,11295,.56855869
13389,F,employed,1,19779,0
13390,M,retired,1,6502,.28348833
13391,M,employed,0,11554,0
13392,F,employed,1,11005,0
13393,F,employed,1,20351,.42591307
13394,F,unemployed,1,14774,.56269509
13395,F,student,0,4459,0
13396,M,employed,0,30352,.63368005
13397,F,unemployed,1,8684,.69839644
13398,F,employed,1,6493,.66439134
13399,M,employed,1,123059,.56153715
13400,M,employed,0,8898,.6850245
13401,F,employed,1,15846,.70785904
13402,M,unemployed,1,0,.17718375
13403,M,employed,1,8182,.24821825
13404,F,employed,1,10976,.56708634
13405,M,employed,1,13537,.54573697
13406,M,employed,1,18559,.58010978
13407,M,employed,1,7760,.42149627
13408,M,employed,0,11196,.58248019
13409,F,unemployed,1,34288,.75170678
13410,M,employed,1,8195,0
13411,F,unemployed,1,0,0
13412,M,unemployed,1,0,0
13413,F,employed,1,13233,.70812231
13414,M,retired,0,11646,0
13415,F,employed,1,10400,.63823169
13416,M,retired,1,5047,.24881268
13417,F,employed,1,11350,.91122788
13418,M,student,0,0,0
13419,F,unemployed,0,11069,.5164203
13420,M,retired,0,4225,0
13421,M,student,0,14880,.7627272
13422,M,employed,1,146402,0
13423,M,retired,0,7721,.19348703
13424,F,student,0,0,.43697762
13425,F,employed,1,10034,.61000776
13426,M,employed,0,58595,.28744626
13427,M,employed,0,9882,.30156666
13428,F,employed,0,8589,.10331866
13429,F,employed,0,7217,.52515411
13430,M,employed,1,14417,0
13431,F,retired,0,13073,0
13432,F,student,0,8406,.94250888
13433,F,retired,1,7642,.23300412
13434,M,employed,1,8106,.76126182
13435,M,employed,1,43726,.58377361
13436,M,employed,1,6401,.36708239
13437,F,employed,1,13855,0
13438,M,employed,1,6097,.54627669
13439,M,employed,1,109354,.44014165
13440,M,employed,1,36228,0
13441,M,employed,1,8255,.014102414
13442,M,employed,0,8202,.53466505
13443,F,employed,1,10083,.10005203
13444,F,retired,0,14019,.1574492
13445,M,unemployed,1,20076,.65137148
13446,M,student,0,7023,0
13447,F,unemployed,1,0,0
13448,F,retired,0,3764,.23390023
13449,M,employed,0,300878,.28550118
13450,M,employed,0,7651,.76869583
13451,M,employed,1,14376,.069685787
13452,M,employed,1,23473,.50598419
13453,M,unemployed,0,0,0
13454,M,employed,1,11154,.10936914
13455,M,student,0,0,.22355184
13456,M,employed,1,9700,.52962756
13457,F,employed,1,48684,0
13458,F,employed,0,21370,.34662583
13459,F,retired,0,5852,.057744049
13460,M,employed,1,20731,.79220158
13461,M,employed,1,18328,.51749527
13462,F,employed,1,5572,.53847694
13463,F,employed,0,13742,.68186796
13464,M,employed,1,12673,.068757884
13465,M,employed,1,9941,.48152122
13466,M,retired,0,7153,0
13467,M,retired,0,4651,.28324065
13468,M,retired,1,5578,0
13469,F,employed,1,6595,.73182505
13470,M,employed,1,7584,.71675134
13471,M,employed,1,7017,0
13472,M,employed,1,85132,.80110097
13473,M,employed,1,9696,.063913919
13474,F,employed,0,19211,.68194479
13475,M,employed,0,17812,0
13476,F,employed,1,6375,.49109602
13477,M,unemployed,1,0,.92666292
13478,M,student,0,0,.9515726
13479,F,retired,0,3605,.15922405
13480,M,student,0,0,.80508542
13481,M,employed,1,14533,.39317891
13482,M,employed,1,15042,0
13483,M,employed,1,49039,.56132358
13484,F,student,0,0,.14653927
13485,F,employed,1,11217,0
13486,F,student,0,18795,.11726673
13487,F,employed,1,19222,.61240184
13488,F,unemployed,1,0,.5241425
13489,F,retired,1,2977,.18760382
13490,F,retired,0,25238,0
13491,M,student,0,0,.86945546
13492,M,retired,1,5027,.26589215
13493,M,retired,0,19393,.059705697
13494,F,unemployed,1,16115,.75976223
13495,F,employed,1,30024,.77230734
13496,F,employed,0,32310,.63242328
13497,M,student,0,0,.99700683
13498,M,unemployed,0,8375,.55447638
13499,M,employed,1,12139,.55518401
13500,M,employed,0,6855,0
13501,F,student,0,18321,.16245773
13502,F,employed,1,4661,.76991129
13503,F,unemployed,1,0,0
13504,F,retired,1,4733,.20719337
13505,M,employed,1,6061,.51365304
13506,F,employed,1,11699,0
13507,F,employed,1,14979,.24488775
13508,M,employed,1,20659,.52121747
13509,M,employed,0,9471,.24043229
13510,F,employed,1,27080,.58343065
13511,M,student,0,0,0
13512,M,employed,0,5672,.7502749
13513,M,unemployed,1,24353,.52653569
13514,M,employed,1,12684,.5922395
13515,F,student,0,0,.4720093
13516,F,employed,1,12071,0
13517,F,unemployed,0,11772,.40349594
13518,F,employed,0,19165,.6440829
13519,F,employed,1,9788,.39217409
13520,M,retired,0,3613,.078565478
13521,F,employed,0,19718,.33486402
13522,F,employed,0,31157,.78844386
13523,M,employed,1,34670,.013931313
13524,M,employed,1,36216,.66040349
13525,F,employed,1,5002,.281708
13526,M,unemployed,0,0,.56270492
13527,M,unemployed,0,0,.082739972
13528,M,student,0,0,.92843735
13529,M,retired,0,6176,0
13530,M,employed,1,16230,.26957443
13531,M,employed,1,20294,0
13532,F,employed,1,226097,0
13533,F,student,0,0,.66608042
13534,F,employed,1,7262,.91199964
13535,M,employed,1,7359,0
13536,M,employed,1,8764,0
13537,F,employed,1,46052,.44359344
13538,M,employed,1,16919,.81931919
13539,F,retired,1,17644,0
13540,F,employed,0,21342,0
13541,M,student,0,8128,.80987436
13542,M,employed,1,32076,.37445807
13543,F,employed,1,8883,0
13544,M,employed,1,7920,0
13545,M,retired,0,2993,0
13546,F,employed,1,68393,.60205579
13547,M,employed,1,10437,.30847818
13548,M,employed,1,6116,0
13549,M,student,0,0,.31941798
13550,M,student,0,0,.43043089
13551,M,employed,1,11672,.74215937
13552,M,employed,1,11670,.066687413
13553,M,unemployed,1,11891,0
13554,F,unemployed,1,12002,.89632231
13555,F,student,0,0,.74254847
13556,M,employed,1,291688,.80963439
13557,M,employed,0,53520,.13653611
13558,M,unemployed,1,0,.046862602
13559,F,retired,1,2136,.11348375
13560,M,employed,0,8760,.64864755
13561,M,employed,0,13223,.42354769
13562,F,unemployed,1,0,.950068
13563,F,employed,1,39701,.52891314
13564,F,employed,1,5397,.57474369
13565,F,unemployed,1,11536,.59067726
13566,F,employed,1,8111,.819179
13567,M,employed,1,65082,.78025424
13568,M,unemployed,1,18699,.64880681
13569,F,unemployed,0,7841,.39550549
13570,F,retired,1,6413,.11945774
13571,M,employed,1,20031,.67698616
13572,M,employed,1,6299,.90307963
13573,M,employed,1,16849,.96011865
13574,M,employed,1,48873,.58715284
13575,M,student,0,6065,.26560318
13576,F,student,1,6322,.014219349
13577,F,retired,0,3613,.28685847
13578,F,employed,1,21281,0
13579,F,unemployed,1,12755,.62278831
13580,F,employed,1,45135,.59429204
13581,F,student,0,0,.16398251
13582,M,unemployed,0,6638,.67326522
13583,F,employed,1,5012,.66945714
13584,M,employed,1,17054,.56915182
13585,M,employed,0,51995,0
13586,F,employed,0,9378,0
13587,F,retired,1,17563,0
13588,M,unemployed,1,15753,0
13589,M,employed,0,10402,0
13590,M,student,0,0,.76695943
13591,M,unemployed,1,0,.97611159
13592,F,employed,1,14164,.50278282
13593,M,unemployed,1,0,0
13594,M,employed,1,25383,.5725624
13595,F,employed,1,5573,0
13596,M,student,0,3598,.917081
13597,F,employed,1,8117,.32945156
13598,M,employed,0,16087,.5492385
13599,M,employed,1,5835,.28916475
13600,M,employed,1,7719,.67074275
13601,M,student,1,6506,.3056803
13602,F,unemployed,1,0,.73646504
13603,M,student,0,0,.78470504
13604,F,employed,1,18173,.29861706
13605,F,employed,1,18475,.034122348
13606,M,employed,1,11068,0
13607,M,employed,1,6037,.8001098
13608,M,student,0,0,.22690016
13609,F,student,0,4481,.83993423
13610,M,employed,1,21900,0
13611,F,employed,1,93654,.55425221
13612,F,employed,1,17658,.51379907
13613,F,student,0,3612,.96639663
13614,M,employed,1,7575,.74539107
13615,M,student,0,0,.16541827
13616,F,unemployed,1,10492,0
13617,M,employed,1,18852,.092235848
13618,F,employed,1,19968,.79803789
13619,M,student,0,0,.77922666
13620,F,employed,1,12159,.5166859
13621,M,employed,1,5734,.72235686
13622,M,employed,0,12919,.13176246
13623,M,employed,1,10963,.77590424
13624,F,employed,1,61621,.70477432
13625,F,employed,1,5527,.45533898
13626,M,student,0,4948,.9574638
13627,M,student,0,2644,.9838897
13628,M,employed,0,8147,.66857553
13629,F,employed,0,19740,0
13630,F,employed,1,5106,.63407683
13631,M,unemployed,1,8423,.74592537
13632,M,employed,1,8974,.73071676
13633,M,retired,0,4712,.10602341
13634,M,unemployed,1,9534,.29154888
13635,M,employed,0,8959,.83954775
13636,M,employed,1,43089,.59932399
13637,F,employed,1,5570,.51832247
13638,F,retired,1,2389,.31636098
13639,M,retired,0,23013,0
13640,M,employed,1,20179,.061037675
13641,M,retired,1,9080,.00065204396
13642,F,unemployed,0,0,.52548367
13643,M,retired,1,8057,0
13644,F,employed,0,42074,.61903429
13645,M,unemployed,1,22779,.53306681
13646,M,employed,1,49541,.59485787
13647,F,retired,1,26703,.24075958
13648,M,unemployed,1,0,.74766481
13649,F,employed,1,14677,.55891317
13650,F,retired,1,2496,0
13651,F,employed,1,6772,.84680146
13652,F,student,0,0,.90559018
13653,F,employed,1,5767,0
13654,F,unemployed,0,0,.53999197
13655,F,employed,1,6635,0
13656,M,employed,1,15987,0
13657,M,employed,1,6330,.63707745
13658,M,student,0,0,.88439715
13659,M,student,0,0,.95676297
13660,F,retired,0,10473,0
13661,M,employed,1,23560,.19885468
13662,M,employed,0,14965,.81305856
13663,M,employed,1,41161,0
13664,M,employed,1,9380,.31331715
13665,F,student,0,5972,.16168058
13666,M,employed,1,9538,.75679618
13667,M,employed,1,24374,.73680514
13668,M,employed,1,7094,.56740445
13669,F,student,1,3319,.89076084
13670,M,employed,1,9428,.18157716
13671,F,unemployed,0,14526,.74833101
13672,M,unemployed,0,8158,.58823764
13673,M,unemployed,1,0,.88034099
13674,F,employed,1,6173,.84271932
13675,F,retired,1,3625,0
13676,M,employed,1,14011,0
13677,M,employed,1,8838,.98493385
13678,M,employed,0,26995,.70586389
13679,F,employed,1,37314,0
13680,M,unemployed,1,27664,0
13681,F,retired,1,3591,.2444561
13682,M,retired,0,4207,.045520831
13683,M,employed,1,19700,.58934009
13684,M,employed,1,76651,0
13685,M,employed,1,12772,.083541796
13686,M,employed,1,51221,.039399005
13687,M,student,0,0,.97810936
13688,F,student,0,0,.28881294
13689,F,student,0,0,.17105232
13690,F,unemployed,1,0,.84517395
13691,M,employed,1,24321,.3643907
13692,F,unemployed,0,8434,0
13693,M,employed,1,60206,.61945653
13694,M,retired,1,4336,.27139354
13695,M,employed,1,11121,0
13696,F,employed,1,7776,0
13697,F,unemployed,1,0,.39706811
13698,F,retired,1,2952,.37709907
13699,F,unemployed,0,6025,0
13700,F,unemployed,1,0,.704826
13701,M,employed,0,8624,.23213851
13702,M,employed,1,7169,.81562644
13703,M,employed,1,33903,0
13704,F,employed,1,39955,.45692655
13705,M,employed,0,5910,.51810932
13706,F,unemployed,1,0,.75152874
13707,M,student,0,0,.93007755
13708,M,employed,1,10882,.70343518
13709,M,student,0,0,.85489309
13710,M,retired,0,19871,0
13711,F,unemployed,1,0,0
13712,M,retired,1,11631,.26162487
13713,F,unemployed,0,11325,.74121219
13714,F,employed,0,7961,.54571426
13715,F,student,0,0,.84129518
13716,F,employed,1,68029,.6046074
13717,M,retired,1,3396,.27288646
13718,F,retired,0,7878,.020549227
13719,F,student,0,8376,0
13720,M,unemployed,1,6965,.54661822
13721,M,student,0,0,.96291161
13722,M,employed,1,33650,.15653899
13723,M,employed,1,158376,.66740668
13724,F,retired,1,6844,0
13725,F,employed,0,15196,0
13726,M,retired,1,50575,.20819958
13727,M,employed,0,10100,.48143008
13728,F,employed,1,29423,.59656066
13729,F,student,0,0,.517263
13730,M,unemployed,0,0,0
13731,F,unemployed,0,6206,0
13732,F,student,0,0,.82822865
13733,M,employed,0,10067,.20067768
13734,F,unemployed,0,0,0
13735,F,employed,0,8866,.53349572
13736,F,student,0,0,.79227304
13737,F,student,0,6710,.61216438
13738,M,retired,0,25105,.36992425
13739,M,student,0,0,.062963642
13740,M,retired,1,3548,.3096424
13741,M,employed,0,10636,.54276568
13742,M,employed,1,6601,0
13743,F,employed,0,28268,0
13744,F,student,0,13355,.50809342
13745,F,employed,1,22209,.75128132
13746,M,employed,0,5840,.66657996
13747,M,employed,1,14883,.82322925
13748,F,employed,1,9882,.54884821
13749,F,employed,0,12830,.52559954
13750,F,retired,1,3482,.3178784
13751,F,employed,1,5799,0
13752,F,employed,1,46127,.6061433
13753,M,employed,1,9859,0
13754,F,employed,1,37607,0
13755,F,employed,1,21627,.026588656
13756,M,employed,1,26039,.033611227
13757,M,employed,1,8935,.28272554
13758,M,employed,0,19194,.8742612
13759,M,employed,1,15010,.27329803
13760,M,employed,1,11442,.9323051
13761,M,unemployed,1,30916,.64878845
13762,M,employed,1,7988,.62460095
13763,F,employed,1,15720,.91487706
13764,F,employed,1,5019,.34162727
13765,M,student,0,0,.12767699
13766,M,employed,1,36095,.51907355
13767,F,employed,0,9325,.6677466
13768,F,student,0,0,0
13769,F,unemployed,1,0,.048799329
13770,M,unemployed,1,0,0
13771,F,employed,1,13786,.50836748
13772,M,unemployed,1,49614,0
13773,F,employed,0,6090,.44857267
13774,M,employed,1,207524,0
13775,M,student,1,0,.31042379
13776,M,student,0,23396,.88323116
13777,M,employed,0,6148,.44674611
13778,M,employed,1,9436,.65661448
13779,M,retired,1,4819,0
13780,M,employed,1,24063,.55153483
13781,M,employed,1,8174,.089753248
13782,F,retired,1,28087,0
13783,M,employed,0,18043,.72652382
13784,M,employed,1,6174,.7512272
13785,F,employed,1,7900,.16657789
13786,M,employed,1,17364,.68295407
13787,M,employed,1,14465,0
13788,M,employed,1,147266,0
13789,M,student,0,0,.36607051
13790,M,student,0,0,.89374208
13791,M,unemployed,1,0,.80820525
13792,M,retired,0,4664,0
13793,F,employed,1,26236,.52876759
13794,M,unemployed,1,6627,.50678617
13795,F,employed,1,6967,.58344471
13796,M,employed,0,9217,.20702334
13797,F,student,0,0,.95524991
13798,F,employed,1,9884,0
13799,M,employed,0,11163,.44121698
13800,M,unemployed,1,17145,.79149175
13801,M,employed,0,6183,.63030356
13802,M,unemployed,1,0,.60600603
13803,M,employed,1,9807,0
13804,M,employed,1,32737,.66408819
13805,F,employed,1,5204,.8451488
13806,F,unemployed,1,0,0
13807,M,unemployed,1,6066,0
13808,M,employed,1,7715,.60306525
13809,F,employed,1,4870,.44180316
13810,M,employed,1,21051,.50599819
13811,M,employed,0,19457,.16023946
13812,F,employed,0,11271,.58998394
13813,M,employed,1,11273,.59553778
13814,M,employed,1,25020,.26054808
13815,M,employed,1,5277,.80207503
13816,M,unemployed,1,0,0
13817,M,student,0,0,.92233944
13818,M,student,0,0,.061204676
13819,F,student,0,4151,.9661541
13820,F,retired,1,9758,.21060213
13821,F,retired,1,5460,.3025429
13822,M,retired,0,13281,0
13823,M,employed,1,35812,.080876067
13824,M,employed,0,8504,.60415345
13825,F,retired,0,27877,.32278106
13826,F,employed,1,6638,.54679221
13827,F,employed,1,11930,.93092197
13828,M,student,0,0,.16160497
13829,F,student,0,22747,.7726469
13830,F,employed,1,17475,.59616566
13831,M,unemployed,0,0,.26455876
13832,F,employed,0,8334,.61806875
13833,F,employed,1,5702,0
13834,M,retired,0,3827,0
13835,M,employed,1,25788,.57978898
13836,F,student,0,0,.97103292
13837,F,employed,1,5851,.64183491
13838,M,student,0,0,.9911406
13839,M,student,0,16145,.77841151
13840,F,retired,0,3566,0
13841,M,employed,1,8285,.532673
13842,M,employed,1,6947,0
13843,M,employed,1,10181,0
13844,M,retired,1,7798,0
13845,F,employed,1,5331,.3248733
13846,F,employed,1,13705,.5646438
13847,M,employed,1,5997,0
13848,F,retired,0,2714,0
13849,M,employed,1,8505,.80940247
13850,F,employed,1,7891,0
13851,F,student,0,0,.52930295
13852,F,employed,0,16034,.85940313
13853,M,employed,0,6743,.52588952
13854,M,student,0,0,.33497316
13855,M,retired,0,7857,.32417482
13856,M,employed,1,9909,.83119357
13857,F,unemployed,1,5570,.68641531
13858,M,student,0,0,.84694332
13859,F,unemployed,1,0,0
13860,F,student,0,7580,.20249939
13861,M,employed,1,12523,.61447054
13862,F,unemployed,1,3707,.29640472
13863,M,employed,0,13596,.59374684
13864,F,retired,0,5471,0
13865,F,employed,0,9031,.64002252
13866,M,employed,1,7128,.62165087
13867,F,employed,1,4479,0
13868,M,unemployed,1,0,.59238923
13869,M,employed,1,6549,.26678866
13870,F,retired,1,2618,.31128114
13871,M,employed,0,6773,.53975791
13872,M,unemployed,1,0,.81076914
13873,M,student,1,0,.87588137
13874,M,employed,0,5559,.037471447
13875,M,employed,0,8651,.63648742
13876,M,unemployed,1,9491,.50961465
13877,M,employed,1,14961,.915066
13878,M,employed,1,15091,.62980926
13879,F,employed,1,8293,.54656357
13880,M,employed,1,15691,.54358703
13881,M,unemployed,1,6161,.608401
13882,M,employed,0,7148,.53040218
13883,M,student,0,8429,.9496637
13884,M,employed,0,33823,.54127729
13885,M,retired,1,8345,.24954739
13886,M,retired,1,3979,.19333079
13887,F,employed,1,5647,0
13888,F,employed,1,14303,.51437932
13889,F,employed,1,47690,.5651809
13890,M,employed,0,14507,.30494642
13891,M,unemployed,1,7508,.33483505
13892,M,student,0,0,.84031564
13893,M,employed,1,33229,.42103499
13894,F,employed,1,26126,.57565731
13895,M,employed,1,6418,.56904662
13896,F,employed,1,6082,0
13897,F,retired,1,3544,.14358591
13898,F,retired,0,12030,.26162404
13899,M,employed,1,41762,.50048858
13900,F,employed,1,18599,.9115082
13901,F,employed,1,57563,.51329702
13902,M,employed,1,7897,.51905394
13903,F,unemployed,1,31965,0
13904,M,unemployed,1,11376,.47924498
13905,F,employed,1,25941,.76689154
13906,F,unemployed,1,7470,.52513409
13907,M,student,0,0,.96988779
13908,M,employed,0,16101,0
13909,M,employed,1,43074,.98898989
13910,M,employed,0,19613,.64803106
13911,F,student,0,0,0
13912,M,unemployed,1,7417,.51816458
13913,M,employed,0,8866,.82330143
13914,M,employed,1,6608,.69328374
13915,F,student,0,0,.89310873
13916,F,unemployed,1,12696,.51350111
13917,F,unemployed,0,0,0
13918,M,employed,1,7049,.59239995
13919,M,student,0,0,.94794977
13920,F,unemployed,1,0,0
13921,M,student,0,0,.25605476
13922,M,retired,1,110408,0
13923,F,employed,0,24703,.37340552
13924,M,employed,1,13743,.74876976
13925,F,employed,1,17562,.52573204
13926,M,student,0,0,.95660943
13927,F,retired,0,35119,.20021924
13928,F,employed,1,10690,.77201366
13929,F,student,1,0,.66693676
13930,M,retired,0,2951,0
13931,M,employed,1,18998,.48806682
13932,F,employed,1,7443,.62678951
13933,F,retired,0,11254,.024829376
13934,M,employed,1,11056,.47370777
13935,M,employed,1,10185,.50039494
13936,F,retired,1,4243,.1648948
13937,F,employed,1,18251,0
13938,M,employed,0,49387,0
13939,F,employed,1,14772,.49239224
13940,M,employed,1,16124,.12122219
13941,F,employed,1,6060,.79216886
13942,F,employed,1,32575,.37484816
13943,F,employed,1,23270,.97471893
13944,F,employed,1,11361,.34545147
13945,F,employed,1,12821,.032688327
13946,M,retired,1,5900,.33732542
13947,M,employed,1,7897,.45809284
13948,M,unemployed,1,0,0
13949,M,employed,1,24355,.50528944
13950,M,unemployed,1,0,0
13951,M,retired,0,13016,0
13952,F,retired,0,7837,0
13953,F,employed,0,6565,.19664541
13954,M,employed,1,10570,0
13955,F,retired,1,32884,.081487432
13956,F,student,0,0,.58916265
13957,F,student,0,0,.90760088
13958,M,employed,1,95157,.57025707
13959,M,unemployed,0,7302,.9673779
13960,F,employed,0,22692,.088832937
13961,F,employed,1,5848,.53743523
13962,F,employed,0,141541,0
13963,F,retired,1,3171,.21631205
13964,F,employed,1,5973,.58157545
13965,M,student,0,0,.90336049
13966,M,student,0,7967,.50695616
13967,F,employed,1,6167,0
13968,M,student,0,0,.68067604
13969,M,employed,1,11460,.56503105
13970,M,student,0,0,.88386017
13971,M,retired,1,6760,.23055112
13972,M,student,0,0,.89327532
13973,M,employed,1,19863,.54513007
13974,F,student,0,3427,0
13975,M,employed,1,23123,.89973521
13976,M,employed,1,10974,0
13977,M,student,0,5248,0
13978,M,employed,1,8558,.94153219
13979,M,employed,1,12545,.68953824
13980,M,employed,1,6571,.35338342
13981,M,employed,1,8451,0
13982,F,employed,1,11370,.65070599
13983,F,employed,1,13379,0
13984,M,unemployed,0,35708,.6089958
13985,M,employed,1,13263,.059430912
13986,M,employed,1,9319,.51125801
13987,M,employed,1,6124,.6380887
13988,M,employed,1,6640,.66135913
13989,M,retired,1,54733,.25244424
13990,F,employed,1,25016,.52711898
13991,M,employed,0,41269,.99116671
13992,F,employed,1,6058,.56911087
13993,F,employed,1,24988,.18748164
13994,M,retired,0,10901,0
13995,M,student,0,0,.88056821
13996,M,employed,1,13547,0
13997,M,employed,1,17501,.98949975
13998,M,student,0,0,.97838676
13999,F,retired,1,5006,0
14000,M,employed,1,8272,.23164909
14001,M,employed,1,7442,.5169872
14002,F,retired,0,3760,0
14003,M,employed,0,11324,.63866937
14004,F,student,0,0,.98905677
14005,F,employed,1,14747,0
14006,M,employed,0,6005,.65660799
14007,F,employed,0,9162,0
14008,M,student,0,0,.85801214
14009,M,unemployed,1,0,.17023171
14010,M,employed,1,119683,.6086657
14011,M,student,0,0,.84155881
14012,F,unemployed,1,10420,.12908019
14013,F,employed,1,5181,.66757905
14014,M,unemployed,1,0,0
14015,M,employed,1,15245,.728333
14016,F,employed,1,6611,0
14017,F,employed,1,128095,.84164083
14018,M,employed,0,72618,.4178575
14019,M,retired,1,10850,.11512431
14020,F,retired,1,19174,.029053986
14021,F,employed,1,11175,.61135453
14022,M,employed,1,22266,.66699469
14023,F,student,0,0,0
14024,M,student,0,0,0
14025,F,employed,1,10262,.70990843
14026,M,employed,1,138904,.5993036
14027,F,employed,1,5453,.61396879
14028,F,employed,1,11643,.5763945
14029,F,student,0,0,.93991262
14030,M,retired,1,27068,0
14031,M,employed,1,7985,.54221195
14032,M,employed,1,7683,.86962533
14033,F,retired,0,5291,0
14034,M,employed,1,10037,0
14035,M,student,0,25870,.09310098
14036,M,unemployed,0,0,0
14037,F,employed,1,7791,.85792142
14038,M,employed,1,8215,.064077757
14039,F,student,0,0,.87583917
14040,M,student,0,4287,.83845544
14041,M,student,0,0,.87994629
14042,F,employed,1,11790,.53567117
14043,M,employed,1,9386,.7263844
14044,M,retired,1,3379,.10082208
14045,F,unemployed,1,6875,.55328119
14046,M,retired,1,9938,0
14047,M,employed,0,50862,.98291337
14048,F,employed,1,30142,.63619465
14049,F,retired,1,3717,.23124401
14050,F,student,0,0,.20766905
14051,M,employed,0,11351,.18647465
14052,M,unemployed,1,0,.48803359
14053,F,employed,0,81483,.81760639
14054,F,employed,1,10920,.67922622
14055,F,retired,1,3623,.2720511
14056,F,employed,0,10613,.55136669
14057,F,student,0,58425,.30341464
14058,M,retired,1,8530,.21922812
14059,F,employed,0,12118,.54107821
14060,M,unemployed,1,0,.67472601
14061,M,student,0,0,.79517764
14062,F,employed,1,9229,0
14063,M,employed,1,8262,0
14064,M,employed,1,11713,.50259191
14065,M,retired,1,5110,.31871912
14066,F,employed,1,16354,0
14067,F,retired,1,1541,.22755727
14068,M,employed,1,18831,.62105882
14069,M,employed,1,5297,.92401761
14070,M,student,0,7580,.88404655
14071,M,employed,0,10899,.70347953
14072,M,student,0,0,.34734148
14073,F,employed,0,42569,.87100172
14074,M,employed,1,12852,0
14075,M,student,0,0,.79971498
14076,F,retired,1,21616,0
14077,F,retired,1,32293,.048565716
14078,M,employed,1,13663,.59737629
14079,M,employed,1,10740,.45153895
14080,F,employed,1,12357,.54006654
14081,M,employed,1,6264,.50283873
14082,M,employed,1,14771,.56721151
14083,F,employed,1,13826,0
14084,M,employed,0,8170,.1337532
14085,F,student,0,0,0
14086,F,unemployed,1,0,.59591883
14087,M,student,0,6073,.96769381
14088,M,employed,1,12099,.91250926
14089,F,employed,1,73652,.78126413
14090,F,unemployed,1,0,.99760181
14091,M,retired,0,13972,.2588802
14092,M,employed,1,18469,.82818872
14093,F,unemployed,1,5838,.69635874
14094,F,student,0,0,.72594959
14095,M,unemployed,1,0,.58740413
14096,F,employed,0,9685,.80569977
14097,F,employed,0,8053,.0478312
14098,M,employed,1,27958,0
14099,F,employed,1,82676,.072728135
14100,M,employed,1,7967,.2135776
14101,M,student,0,9174,.62595683
14102,F,employed,1,41897,.15835291
14103,F,employed,0,8756,.22720699
14104,M,employed,1,12096,.22326633
14105,M,employed,1,150594,0
14106,M,employed,1,128262,.4611249
14107,M,employed,1,80598,0
14108,M,student,0,0,.84364867
14109,M,employed,1,8595,0
14110,M,employed,0,16412,.99859184
14111,F,employed,0,29801,.93129295
14112,F,unemployed,1,6431,.27689314
14113,M,employed,1,8509,0
14114,M,employed,1,7615,.21126533
14115,F,unemployed,0,13423,0
14116,F,student,0,16233,.49586886
14117,M,unemployed,1,0,.59708613
14118,F,retired,0,1557,.23727445
14119,M,employed,0,8952,.18400542
14120,M,employed,0,12938,.74041694
14121,M,employed,0,8966,.0015438622
14122,F,employed,0,10391,0
14123,M,employed,0,10928,.83363646
14124,M,employed,1,59925,0
14125,F,employed,1,10854,.98091102
14126,F,student,0,0,.31410015
14127,F,student,0,10756,.72367215
14128,M,student,0,0,.077298857
14129,F,retired,0,17497,0
14130,F,employed,1,11189,.75775659
14131,M,employed,1,6278,0
14132,M,employed,1,22039,0
14133,F,retired,0,3713,.15964498
14134,F,student,0,0,.93385345
14135,M,employed,1,12508,.35436827
14136,F,unemployed,1,7742,.87292784
14137,M,retired,1,13295,.3269349
14138,M,retired,1,45045,.30623728
14139,F,student,0,14408,.18678796
14140,M,employed,0,12833,0
14141,M,student,0,81008,0
14142,M,unemployed,1,0,0
14143,M,employed,1,21699,.050135646
14144,M,student,0,0,.86343527
14145,M,employed,1,8712,.60336816
14146,M,retired,1,3566,0
14147,M,student,0,0,.96391648
14148,M,student,0,0,.40635818
14149,F,student,0,0,.66392583
14150,F,employed,1,36482,.063811764
14151,M,employed,1,9568,.55181062
14152,M,unemployed,1,0,.85786724
14153,F,unemployed,1,0,.34509587
14154,M,unemployed,1,0,.56756312
14155,M,employed,1,15580,.75693476
14156,F,retired,0,13095,.21768668
14157,M,employed,0,11838,.28737521
14158,M,employed,0,10908,.38449946
14159,F,employed,1,6084,.54829758
14160,M,employed,0,43763,.19561869
14161,M,retired,1,8384,.16354965
14162,M,employed,0,6177,0
14163,M,employed,1,8829,.68711662
14164,F,employed,1,5658,.74126542
14165,M,employed,1,17472,.8041079
14166,M,unemployed,1,0,0
14167,M,employed,0,8356,0
14168,F,retired,0,8183,.012502191
14169,M,employed,0,63080,.54369193
14170,M,employed,1,8394,.51534462
14171,M,unemployed,1,31682,.7214281
14172,M,employed,1,180655,.47183883
14173,F,employed,1,5219,.80673611
14174,F,unemployed,1,19906,.01951517
14175,F,unemployed,1,8317,0
14176,M,retired,1,4250,0
14177,F,employed,1,14020,0
14178,M,student,0,0,.75047529
14179,F,employed,1,10697,.67158854
14180,F,employed,1,46645,0
14181,M,employed,1,19784,.27379581
