id,sex,employment,married,income,digital3
122659,M,employed,1,8812,.11118815
122660,F,unemployed,1,7511,.32067558
122661,F,unemployed,1,9404,0
122662,F,employed,0,13475,.6079818
122663,F,retired,1,4455,.058990173
122664,F,employed,1,5542,.71174133
122665,M,employed,0,8289,.56318837
122666,F,employed,0,31728,.57371026
122667,M,student,0,31008,.6662091
122668,F,retired,1,5517,0
122669,M,employed,1,9299,0
122670,F,unemployed,1,0,0
122671,M,employed,0,5824,.63131499
122672,M,employed,1,50490,.64159542
122673,F,student,0,4368,.81984568
122674,M,employed,0,10317,.42273411
122675,M,employed,0,39342,0
122676,M,student,0,2426,.54880238
122677,F,employed,0,27652,.26811656
122678,F,employed,1,21982,.20555578
122679,F,employed,1,15598,0
122680,F,unemployed,1,30785,.64145201
122681,M,employed,1,6838,.43884522
122682,F,employed,1,5473,.73029709
122683,F,employed,1,10127,0
122684,M,retired,1,5387,.26366165
122685,M,employed,1,69354,.66185391
122686,F,student,0,13314,.88395095
122687,F,retired,1,10864,.24493945
122688,M,student,0,0,.93778479
122689,F,student,0,23102,.88742715
122690,M,employed,0,11460,.045991097
122691,F,retired,1,4391,.32790947
122692,M,employed,1,14778,.83214402
122693,F,retired,1,5722,.27408323
122694,F,student,0,11759,.043007731
122695,F,employed,1,6230,0
122696,F,retired,0,21001,.24442458
122697,F,student,0,17792,.4338305
122698,F,student,0,18950,.43739173
122699,M,employed,1,81782,.8256253
122700,F,employed,0,24042,.31014279
122701,F,employed,1,20827,.56508672
122702,F,employed,1,7838,.55104864
122703,M,unemployed,0,0,.50925785
122704,F,employed,1,10714,.50280201
122705,M,employed,1,13898,.10830745
122706,F,unemployed,1,0,.60064042
122707,M,retired,1,5201,0
122708,M,student,0,0,.58490711
122709,M,employed,1,9734,.020606695
122710,F,employed,1,13297,0
122711,M,student,0,0,.97370815
122712,F,employed,1,8144,.9781422
122713,M,employed,1,126749,.48068774
122714,M,employed,1,46923,.91406345
122715,M,employed,1,7214,.50052679
122716,M,retired,1,4781,0
122717,M,student,0,7018,.90874809
122718,F,employed,1,6944,.9247759
122719,M,retired,1,4864,.30161363
122720,M,employed,1,8567,0
122721,F,employed,1,4474,.72677541
122722,M,employed,1,28577,.56279403
122723,M,retired,1,4152,.025414929
122724,M,employed,0,11445,.5447337
122725,M,student,0,3606,.99107814
122726,F,employed,1,7915,.86707073
122727,F,employed,1,5428,0
122728,F,employed,0,29487,.61807173
122729,M,retired,1,28902,.20105898
122730,F,unemployed,0,15463,.66371572
122731,F,employed,1,6162,.95205063
122732,M,employed,1,10685,.63116157
122733,M,unemployed,1,0,.063931331
122734,M,employed,1,18018,.33289394
122735,M,employed,1,8552,.73641598
122736,F,retired,0,35664,.36749032
122737,M,unemployed,0,0,0
122738,F,unemployed,0,12446,.74341285
122739,M,employed,1,9989,0
122740,F,unemployed,0,0,.77523077
122741,F,employed,1,16225,0
122742,F,student,0,0,.89424157
122743,F,retired,0,5127,.20233551
122744,M,employed,0,10622,.63690501
122745,M,employed,0,16019,.69610131
122746,F,student,0,0,.42135736
122747,F,employed,0,27539,.49445584
122748,F,employed,1,10566,0
122749,M,unemployed,0,7421,0
122750,F,unemployed,0,33148,.70318401
122751,M,employed,0,18593,.57175684
122752,F,employed,0,5881,.026536567
122753,F,employed,1,30293,.90846878
122754,M,employed,1,6926,.50358397
122755,M,unemployed,1,11712,0
122756,M,employed,1,8516,.71953082
122757,M,employed,1,15309,.59396851
122758,F,student,0,0,.48568368
122759,M,employed,0,21242,.47145656
122760,M,employed,0,12652,0
122761,M,student,0,2796,.39900893
122762,M,student,0,0,.8769865
122763,F,employed,1,6774,.65650111
122764,F,student,0,5527,.37431979
122765,M,employed,0,7768,.16053288
122766,M,employed,1,5760,.23453775
122767,M,student,0,5126,.84800225
122768,F,employed,1,6909,.51129335
122769,F,retired,0,23228,0
122770,F,employed,1,9043,.60729283
122771,M,employed,1,9478,.54764909
122772,M,unemployed,0,0,.01963551
122773,M,unemployed,0,21232,.57776195
122774,M,employed,0,8483,.66486245
122775,M,employed,1,7359,.91204381
122776,F,retired,1,2874,0
122777,M,employed,1,10546,.73085976
122778,M,employed,0,12076,.54669321
122779,F,employed,1,16032,0
122780,M,student,1,25414,.71559507
122781,M,employed,1,8224,.64373571
122782,M,employed,0,10688,.50041831
122783,M,retired,1,19460,.029742649
122784,F,student,0,0,.92149103
122785,F,employed,1,6039,.078273572
122786,F,unemployed,1,9743,0
122787,F,employed,1,6497,0
122788,M,employed,1,56720,.59435582
122789,M,employed,1,6612,.72461337
122790,M,employed,1,38894,.53029865
122791,M,employed,1,8463,0
122792,F,employed,0,12921,.4591822
122793,M,employed,1,10315,.24564511
122794,M,employed,0,5518,.5018549
122795,M,student,0,3584,.83555239
122796,M,employed,0,22277,.52936059
122797,F,employed,0,9152,0
122798,F,unemployed,0,13857,.64329761
122799,F,employed,1,8652,.60047132
122800,M,unemployed,1,0,.18042243
122801,M,employed,0,11918,0
122802,M,employed,1,9216,.50798488
122803,F,unemployed,1,18787,.82825422
122804,F,employed,0,17160,.64270771
122805,M,employed,1,45231,0
122806,F,employed,1,41054,.32293007
122807,M,employed,1,6994,.25916383
122808,M,retired,0,3553,.29199073
122809,M,employed,0,12549,.052289575
122810,M,student,0,239457,.21120602
122811,F,employed,1,13089,.3367705
122812,F,employed,0,6403,.53145885
122813,F,employed,1,7515,.59587306
122814,F,student,0,8160,.94804674
122815,M,student,0,8090,.81308383
122816,F,employed,1,16970,0
122817,F,employed,0,33788,.047088657
122818,M,student,0,0,.890342
122819,F,employed,1,11690,.093031995
122820,M,student,0,0,.94677651
122821,M,employed,1,29956,.67710137
122822,M,student,0,0,.95922732
122823,F,employed,1,141951,0
122824,M,employed,0,10663,.64684433
122825,M,employed,1,10809,.042665664
122826,F,student,0,0,.1942462
122827,M,student,0,0,.14074022
122828,M,employed,1,29208,.73426503
122829,F,student,0,0,.49706629
122830,M,employed,1,32772,.61655205
122831,M,student,0,5601,.4026981
122832,M,student,0,0,.43703592
122833,F,student,0,0,.96601766
122834,M,unemployed,1,0,.52041239
122835,M,unemployed,1,6404,.61031818
122836,F,student,0,4033,.93113178
122837,F,employed,0,10771,.52825868
122838,F,unemployed,1,6978,.21292637
122839,F,unemployed,1,58154,0
122840,M,student,0,0,.53751403
122841,M,student,0,0,.77570546
122842,F,unemployed,1,0,0
122843,M,employed,1,10485,.72271067
122844,M,employed,1,6690,.81997395
122845,F,student,0,2167,.30378008
122846,F,retired,0,3031,0
122847,M,employed,1,8269,.21646686
122848,M,employed,0,10535,.76102507
122849,M,retired,1,8452,.10311227
122850,M,employed,0,10302,.54467666
122851,F,employed,1,5608,.70458996
122852,M,student,0,18233,.93581516
122853,M,unemployed,1,0,0
122854,M,employed,1,43451,.36436218
122855,F,employed,1,7360,0
122856,F,unemployed,0,0,.050885811
122857,F,retired,1,6113,0
122858,M,employed,1,12846,.52893203
122859,F,retired,1,3807,.27874631
122860,M,employed,0,14201,.6164133
122861,M,student,0,0,.74312854
122862,F,student,0,3630,.50305223
122863,M,employed,1,9965,.47825173
122864,M,retired,1,6619,0
122865,M,employed,1,7395,.75258535
122866,M,employed,1,6805,.7875312
122867,M,retired,1,4020,.010127909
122868,F,employed,1,27494,.21876509
122869,M,employed,1,10889,.7168951
122870,F,employed,1,16182,.51712161
122871,M,retired,1,3788,0
122872,F,retired,0,10975,0
122873,M,unemployed,1,0,.24291955
122874,F,student,0,0,.9758113
122875,M,unemployed,0,0,.53740752
122876,M,student,0,32554,.94335955
122877,F,unemployed,1,0,.44770861
122878,F,unemployed,1,29167,0
122879,M,employed,1,6964,.54804313
122880,M,employed,1,29960,.70536464
122881,M,employed,0,17410,.093380846
122882,M,retired,0,7222,0
122883,M,employed,1,11812,.6824972
122884,F,employed,0,23492,.88066876
122885,F,unemployed,1,0,.70641536
122886,M,employed,1,5210,.64054018
122887,M,employed,0,11007,.31433895
122888,M,retired,1,4280,0
122889,F,unemployed,1,8098,.12864409
122890,F,employed,1,8935,.43449315
122891,F,employed,0,42982,.76981539
122892,M,unemployed,1,11746,.80964655
122893,M,employed,0,14465,.71100718
122894,M,employed,1,12405,.45661491
122895,M,employed,0,14562,.020147417
122896,M,retired,0,13193,0
122897,F,student,0,0,.75192976
122898,M,student,0,6099,.51326072
122899,F,student,0,44372,.9438715
122900,M,student,0,14483,.82999694
122901,M,employed,1,9599,.85546219
122902,F,employed,1,16234,.80902237
122903,M,unemployed,1,0,.39621544
122904,M,employed,1,10449,.69437146
122905,F,employed,1,7028,.34555376
122906,F,student,0,0,.89374816
122907,M,employed,0,9923,.82720429
122908,F,unemployed,0,21892,.37666354
122909,M,employed,0,25450,0
122910,M,employed,1,36627,0
122911,M,employed,1,7933,.53558338
122912,F,employed,1,4749,0
122913,M,employed,1,5497,.54178327
122914,M,employed,1,286015,.5323444
122915,F,retired,1,9839,.23018911
122916,M,employed,1,13715,0
122917,M,employed,1,14743,.62619388
122918,F,student,0,5542,.89171427
122919,M,employed,1,10218,.61669302
122920,M,employed,1,19960,.85707009
122921,F,student,0,0,.87624383
122922,M,employed,1,5756,0
122923,F,student,0,0,.9271673
122924,M,employed,0,43203,.63469577
122925,M,employed,0,20166,.53073144
122926,F,student,0,4417,.95258403
122927,F,employed,0,15727,.56597179
122928,F,employed,0,40319,.6569494
122929,F,employed,1,39924,.82414287
122930,M,employed,1,40737,.47344115
122931,F,employed,1,29399,.56418496
122932,F,employed,0,42808,.56403738
122933,F,unemployed,0,8916,0
122934,M,employed,1,26565,.3517684
122935,M,unemployed,1,10467,.47052991
122936,M,employed,1,22579,.8473739
122937,F,employed,0,12708,.52268761
122938,F,retired,1,3652,.22041044
122939,F,student,0,140515,.83882296
122940,M,employed,1,20325,.74710071
122941,F,unemployed,1,16161,.55704522
122942,M,employed,1,8674,.72859704
122943,F,employed,1,5643,.58507049
122944,M,retired,1,10735,0
122945,F,employed,0,9597,.69648671
122946,F,employed,0,9906,.16005431
122947,M,retired,0,9921,.24874707
122948,M,retired,0,50896,0
122949,M,employed,1,6594,.078916498
122950,F,retired,1,4053,0
122951,M,student,0,37203,.85717803
122952,M,employed,1,13530,0
122953,M,employed,0,16601,0
122954,M,employed,1,43288,.13820493
122955,F,employed,0,9130,.35411274
122956,F,student,1,0,.9042809
122957,F,employed,1,8568,.75309759
122958,F,employed,1,11346,.70820624
122959,M,employed,1,22700,0
122960,F,unemployed,0,0,0
122961,M,employed,0,5224,.66638082
122962,M,employed,1,14274,.50177181
122963,M,employed,0,6995,.57557619
122964,F,employed,1,5172,.50624341
122965,M,employed,1,11915,.24167943
122966,M,retired,1,24428,.18615763
122967,M,employed,1,19785,.21841978
122968,M,employed,1,18862,.61369956
122969,F,employed,0,5451,.84751767
122970,F,retired,0,18833,.35720366
122971,M,employed,1,33892,.33885404
122972,M,employed,0,12209,.56877166
122973,F,student,0,0,0
122974,M,employed,1,11662,.84635383
122975,M,employed,1,31599,.94730395
122976,M,employed,1,10999,.57104611
122977,M,employed,1,13786,.057050534
122978,F,employed,0,5811,.24716941
122979,F,student,0,14420,0
122980,M,unemployed,0,0,.019806203
122981,F,employed,1,9038,.13064659
122982,F,employed,1,9707,.82878006
122983,F,unemployed,1,17474,0
122984,F,employed,1,5903,.5013693
122985,F,employed,1,5008,.57191825
122986,M,employed,0,11829,.34346694
122987,M,employed,0,25345,.56842315
122988,F,employed,1,13126,.27444556
122989,F,employed,1,10105,.71113199
122990,M,employed,0,27620,.57942063
122991,M,employed,1,21946,.81107676
122992,M,retired,1,39729,.11936957
122993,M,employed,1,8279,0
122994,M,unemployed,1,22812,.29537162
122995,M,employed,1,32676,.31397703
122996,F,employed,1,12144,.17890657
122997,M,employed,1,14659,.73659629
122998,F,employed,1,10277,0
122999,M,unemployed,0,0,.11086398
123000,F,student,0,0,.32210439
123001,F,employed,1,14622,.76973319
123002,F,student,0,42827,.48716712
123003,F,student,0,0,.8649503
123004,M,employed,1,6036,.068246335
123005,F,employed,1,12846,0
123006,M,student,0,0,.88566715
123007,F,employed,1,7585,.25997815
123008,M,student,0,0,.84440655
123009,F,employed,1,4479,0
123010,F,employed,1,5908,0
123011,F,employed,1,17018,0
123012,M,student,0,0,.90406954
123013,M,employed,1,40410,.7675876
123014,M,employed,1,7006,.55105793
123015,F,employed,1,14216,0
123016,M,student,0,0,.30030572
123017,M,student,1,0,.93040073
123018,M,unemployed,0,0,.24199098
123019,M,unemployed,1,12944,.8077172
123020,F,employed,1,9443,.50178397
123021,M,retired,1,3450,0
123022,F,unemployed,1,10537,.6711635
123023,F,employed,1,8518,0
123024,M,student,0,0,.70188415
123025,F,employed,1,7673,.032371607
123026,F,employed,1,11233,.23180117
123027,F,employed,0,6671,0
123028,F,employed,0,10074,.22398716
123029,F,unemployed,1,0,.9292928
123030,F,employed,1,27889,.16367777
123031,M,unemployed,1,13070,0
123032,M,employed,1,5614,.27748567
123033,F,employed,0,78740,.98240578
123034,F,employed,1,7538,.64541304
123035,M,student,0,0,.73955804
123036,M,employed,0,66134,.60245597
123037,F,retired,0,19156,0
123038,M,employed,1,21104,.79349571
123039,F,student,1,0,.92771143
123040,M,employed,0,34210,.863738
123041,F,employed,1,27198,.17842998
123042,M,student,0,0,.94545078
123043,M,employed,1,6305,.15437213
123044,M,employed,0,5672,.85780227
123045,F,unemployed,0,0,0
123046,M,employed,1,59183,.52769268
123047,M,employed,1,12333,.5622676
123048,M,employed,1,8919,0
123049,F,student,0,2898,.83408326
123050,M,employed,1,9039,.97186923
123051,M,employed,1,9997,.19010407
123052,F,employed,1,7247,.52730405
123053,F,unemployed,1,30474,.59020448
123054,M,employed,1,76717,.64107209
123055,M,employed,1,33049,.65137243
123056,M,employed,1,10323,.06552317
123057,M,employed,1,25231,.50471324
123058,M,employed,0,10983,.80156326
123059,M,student,0,11362,.4131152
123060,F,student,0,10647,.84504461
123061,M,employed,1,23989,0
123062,M,unemployed,1,0,.70362937
123063,M,employed,1,18521,.75875187
123064,F,employed,1,8094,0
123065,M,student,1,43175,.32907242
123066,M,employed,1,27340,.55152756
123067,M,employed,1,279881,.6981287
123068,F,employed,1,16927,0
123069,M,unemployed,1,9684,.4196898
123070,M,employed,1,6543,0
123071,M,employed,1,10971,.55665362
123072,M,employed,1,8757,.64421552
123073,F,student,0,0,.65423393
123074,F,employed,0,6479,.69468641
123075,F,unemployed,0,10138,.29733837
123076,M,student,0,0,.92069924
123077,F,student,0,0,.28157875
123078,F,employed,1,11942,.50124961
123079,M,employed,0,5897,.58381897
123080,F,unemployed,0,22900,0
123081,F,employed,0,31569,.96623445
123082,M,employed,0,15832,0
123083,F,unemployed,1,0,.67278826
123084,M,employed,1,17434,.29657325
123085,M,retired,1,5054,.2701391
123086,F,unemployed,1,0,.59875852
123087,M,retired,1,9830,0
123088,F,employed,0,8191,.01631319
123089,F,unemployed,0,0,.38261873
123090,F,employed,0,417067,.56467819
123091,F,unemployed,1,0,0
123092,M,employed,1,14699,.63778132
123093,M,employed,1,28696,.95047593
123094,M,unemployed,0,5064,.37005764
123095,F,retired,0,7973,0
123096,F,employed,1,6296,.072599083
123097,M,student,0,0,.84841883
123098,F,retired,0,2027,0
123099,M,employed,1,113371,.54802924
123100,F,employed,1,4782,.6435914
123101,F,employed,1,10750,0
123102,M,employed,1,12204,.75566578
123103,M,unemployed,1,0,.14554708
123104,F,unemployed,1,7105,.063265875
123105,M,employed,1,6893,0
123106,F,retired,0,6160,0
123107,F,employed,1,14163,.91747415
123108,M,employed,0,10427,.57868057
123109,F,unemployed,1,0,0
123110,F,employed,1,16213,0
123111,M,employed,0,34438,.77419651
123112,F,retired,1,42125,.25270957
123113,M,employed,1,6966,.50724453
123114,M,student,0,0,.86804181
123115,F,employed,1,4081,.47612897
123116,F,unemployed,1,0,.51234853
123117,M,employed,1,60042,.924941
123118,F,employed,1,8128,0
123119,M,employed,1,8572,.64702111
123120,F,student,0,0,.96289831
123121,F,unemployed,1,0,.53868073
123122,M,employed,1,20628,0
123123,M,employed,0,17877,.74846333
123124,M,retired,0,6719,.24676499
123125,F,retired,1,78665,.23469415
123126,M,student,0,0,.97283542
123127,F,unemployed,1,15235,0
123128,M,employed,1,207629,0
123129,M,employed,1,24485,0
123130,M,employed,0,18399,.63601553
123131,M,employed,1,57360,.15692215
123132,F,employed,1,8802,.66733694
123133,M,employed,1,8498,0
123134,M,student,0,23145,.65065598
123135,M,retired,0,9786,.057995509
123136,F,employed,0,5496,.50976086
123137,M,student,0,0,.79527915
123138,M,employed,1,10032,.60594034
123139,M,employed,0,6643,.076992087
123140,F,student,1,37182,.88160604
123141,M,employed,1,7911,.59717828
123142,M,student,0,12429,.49658692
123143,M,unemployed,1,0,.84789091
123144,F,employed,1,6642,.80225706
123145,M,employed,1,10967,0
123146,F,employed,1,7630,.57179648
123147,F,retired,0,3649,.36652237
123148,M,employed,1,9953,.25920245
123149,M,employed,1,10033,.69169497
123150,F,unemployed,1,0,.0011370622
123151,F,employed,0,16252,.07882458
123152,M,employed,1,61522,.76400387
123153,M,employed,0,38655,.69774222
123154,M,student,0,5129,.89694005
123155,F,employed,0,6527,0
123156,M,unemployed,1,26564,0
123157,F,employed,1,51938,.41294578
123158,M,student,1,0,0
123159,M,employed,1,17565,.78557765
123160,M,employed,1,11932,.26492861
123161,M,employed,1,7220,.72158033
123162,M,unemployed,1,0,.094933175
123163,M,employed,1,5937,0
123164,M,retired,0,8512,.35986656
123165,M,retired,0,7868,0
123166,F,employed,1,10949,.66042119
123167,F,employed,1,5594,.66494298
123168,M,employed,0,12260,.54404187
123169,F,employed,1,8705,.32298818
123170,M,student,0,0,.91800767
123171,M,employed,1,10633,0
123172,M,employed,1,32359,.70491952
123173,M,employed,0,10772,.40472198
123174,M,student,1,0,.92062366
123175,F,employed,1,14363,.39373121
123176,M,employed,0,6003,.5536229
123177,F,employed,1,4901,.6280728
123178,F,retired,1,14162,0
123179,M,employed,1,11350,0
123180,M,student,0,0,.48355687
123181,F,employed,1,10244,.91218746
123182,M,employed,1,6096,.63930619
123183,F,unemployed,0,46361,.61001277
123184,F,retired,0,12454,.35146767
123185,M,employed,0,15133,0
123186,F,employed,0,14220,.48278219
123187,M,employed,0,435503,.2036521
123188,M,unemployed,1,0,0
123189,M,employed,1,8289,0
123190,F,employed,1,8787,.6029402
123191,M,employed,1,5547,.28010499
123192,M,employed,0,18058,0
123193,F,student,0,5785,.75149393
123194,F,retired,0,7366,0
123195,F,employed,1,6996,0
123196,F,student,0,0,.89461297
123197,M,employed,1,15343,.19856429
123198,M,employed,1,11309,.6522848
123199,M,employed,1,12489,.11299399
123200,F,unemployed,0,10537,.70434737
123201,M,employed,0,91860,0
123202,F,student,0,0,.67845076
123203,M,employed,1,40812,.62300599
123204,M,employed,1,9413,0
123205,M,employed,0,18763,.47339877
123206,M,employed,0,25449,.8662746
123207,M,student,0,0,0
123208,M,retired,0,31666,.19032495
123209,M,employed,1,11038,.80567592
123210,M,retired,1,4267,0
123211,F,unemployed,1,6515,0
123212,F,employed,1,15111,.30604646
123213,F,retired,1,20256,.28712741
123214,M,employed,1,9541,.35572147
123215,F,employed,0,13541,.027837016
123216,M,retired,1,7108,.20612189
123217,M,student,0,0,.87150562
123218,M,retired,0,11231,.26210994
123219,M,employed,0,23037,.56243247
123220,F,employed,1,7203,0
123221,M,retired,1,4846,.15543517
123222,M,unemployed,1,9519,.79408371
123223,M,employed,1,18442,.52807885
123224,F,student,0,5447,.91576904
123225,M,employed,1,25613,.14287472
123226,M,student,0,3719,.27771541
123227,F,employed,1,9026,0
123228,M,employed,1,85389,.51521516
123229,M,retired,0,34240,.050649632
123230,M,employed,0,49265,.53168851
123231,F,retired,1,8007,0
123232,M,employed,1,42915,.53936082
123233,F,employed,1,5918,0
123234,M,employed,1,18780,.61448222
123235,M,student,0,11774,.98563105
123236,F,student,0,0,.97406209
123237,F,employed,0,5867,0
123238,F,retired,1,38606,.30678442
123239,M,unemployed,1,9300,0
123240,M,student,0,14409,.60782224
123241,F,employed,0,115290,.79446942
123242,M,student,0,7344,.37999073
123243,M,employed,1,5091,.77300322
123244,F,student,0,0,.39024401
123245,M,employed,0,10430,.53157675
123246,M,employed,1,7912,.61955804
123247,M,employed,1,33077,.55437827
123248,M,unemployed,1,0,.97481632
123249,M,retired,0,4693,0
123250,M,employed,1,7380,.23038903
123251,M,employed,0,32965,.12132093
123252,F,employed,1,38683,0
123253,F,retired,1,4308,.20010762
123254,F,retired,1,2657,.31306311
123255,M,student,0,20706,.92218542
123256,M,employed,1,5370,.51254123
123257,M,employed,1,16579,.55430681
123258,F,student,0,0,.99457246
123259,M,student,0,11850,0
123260,M,employed,1,9602,0
123261,M,employed,1,28884,.28152618
123262,F,employed,1,14127,.50840163
123263,M,employed,1,26825,.33897707
123264,M,student,0,48820,.92308509
123265,M,employed,0,12489,0
123266,M,student,0,28706,.76055396
123267,F,employed,0,12018,.66187072
123268,F,retired,0,2878,0
123269,M,retired,1,77167,0
123270,F,employed,0,14122,.80067474
123271,M,employed,0,20297,.47120091
123272,F,unemployed,0,0,.5897727
123273,F,employed,1,9666,0
123274,F,employed,1,21534,.8466391
123275,F,unemployed,1,0,.40731102
123276,M,unemployed,0,0,.62635618
123277,F,student,0,30540,.79565609
123278,M,employed,1,6075,.68960947
123279,M,employed,1,34917,.36807472
123280,M,unemployed,1,25681,.53053063
123281,M,student,0,0,0
123282,F,unemployed,0,7720,.67429888
123283,F,employed,1,42362,.21844269
123284,M,unemployed,0,0,0
123285,M,employed,1,12591,.22561896
123286,F,employed,0,25453,.51086301
123287,F,employed,0,8666,.036075965
123288,F,employed,1,23437,0
123289,F,unemployed,1,0,.11297838
123290,M,employed,1,38173,.61457127
123291,M,employed,1,19911,.59966362
123292,M,unemployed,1,10296,.84989059
123293,F,employed,1,17235,0
123294,M,employed,1,110430,0
123295,M,student,0,6714,.59696001
123296,F,employed,0,54171,0
123297,M,student,0,0,.60900438
123298,F,employed,1,18037,.61132711
123299,M,unemployed,1,11986,0
123300,M,employed,0,8093,.08340387
123301,M,employed,1,66848,.61809218
123302,F,unemployed,1,10317,0
123303,M,student,0,0,.85381341
123304,F,employed,1,22679,.58057535
123305,M,employed,1,8369,.86360759
123306,F,employed,1,6558,0
123307,M,employed,0,10678,.85465544
123308,M,retired,0,4508,0
123309,F,retired,1,5567,0
123310,F,retired,1,4865,0
123311,F,student,0,15511,0
123312,M,unemployed,1,13404,.64322639
123313,M,employed,1,13121,.25675118
123314,F,unemployed,0,0,.015016861
123315,M,employed,1,6965,.53571308
123316,F,retired,1,12405,.12719588
123317,F,employed,1,10306,.67237556
123318,M,employed,1,12163,0
123319,F,employed,1,12085,.37953535
123320,F,employed,1,47650,.53904891
123321,F,retired,1,2266,.34422654
123322,F,unemployed,0,15953,.8013379
123323,M,retired,1,42522,.20528784
123324,M,unemployed,1,5569,0
123325,F,employed,1,5526,0
123326,M,employed,1,30320,0
123327,F,retired,1,5183,0
123328,M,student,0,0,.82910627
123329,M,employed,0,29325,.57584161
123330,F,retired,1,16294,.21999495
123331,F,unemployed,0,0,0
123332,F,unemployed,1,0,.54451096
123333,M,retired,1,6672,.2364116
123334,M,retired,0,93098,.26356786
123335,M,employed,0,9217,.59366035
123336,F,unemployed,1,5279,.6795491
123337,F,student,0,0,.52592713
123338,F,student,0,0,.52047169
123339,F,retired,1,13783,.013303449
123340,F,employed,0,9860,.51342988
123341,M,retired,1,9473,.08251746
123342,M,employed,1,6279,.7825914
123343,M,student,0,0,.85089827
123344,M,employed,1,15367,.71527243
123345,F,unemployed,1,40956,.7763474
123346,M,employed,0,21793,.56361914
123347,F,student,0,0,.98457539
123348,M,employed,0,20335,.13660668
123349,F,unemployed,1,0,.19012971
123350,F,unemployed,0,46892,.076366968
123351,F,retired,0,36180,.14612561
123352,M,employed,1,9574,0
123353,M,unemployed,1,6687,.76170546
123354,F,employed,1,8573,.79504097
123355,F,unemployed,1,0,0
123356,M,employed,1,13471,.01565792
123357,M,employed,0,8986,.14336517
123358,F,employed,0,13915,0
123359,M,student,0,3435,.88037765
123360,M,employed,1,149438,0
123361,M,employed,1,85948,.79265004
123362,M,retired,0,8484,.28489906
123363,M,student,0,0,.74505466
123364,M,employed,1,11268,.90633684
123365,F,unemployed,1,7972,.5559417
123366,M,student,0,0,.56925333
123367,F,employed,1,4336,.85601127
123368,F,retired,1,5968,.0029070338
123369,M,employed,1,10641,.24149837
123370,M,unemployed,1,0,.79304928
123371,M,employed,0,26893,.11417843
123372,F,employed,1,12025,.41014138
123373,F,employed,1,6429,.63219893
123374,M,employed,1,8223,.69483674
123375,F,unemployed,1,0,.11789869
123376,F,employed,1,9279,.02719377
123377,F,employed,1,4663,.69126093
123378,F,employed,1,8246,.92839175
123379,M,unemployed,0,0,.75791067
123380,F,student,0,6178,.8995685
123381,F,unemployed,1,0,.96909088
123382,M,unemployed,1,0,.57289213
123383,F,student,1,4598,.96267444
123384,M,employed,1,9195,.58768594
123385,M,employed,0,12548,0
123386,M,employed,1,13632,.36353436
123387,F,student,0,6458,.074559115
123388,M,employed,1,13751,.63474876
123389,F,employed,1,19311,.54722488
123390,M,student,0,26951,.62134343
123391,M,student,1,4192,.76310915
123392,F,unemployed,0,8394,0
123393,M,employed,0,20884,.55912322
123394,M,employed,1,10094,.64377904
123395,F,retired,0,4433,0
123396,M,employed,1,13903,0
123397,M,employed,1,26472,.48329362
123398,F,unemployed,1,0,0
123399,M,employed,1,8504,.67803866
123400,M,employed,1,9999,.66059399
123401,M,student,1,0,.50331104
123402,M,retired,0,11680,.0021566427
123403,M,employed,1,8086,0
123404,M,employed,1,75857,.60111696
123405,M,employed,1,65469,0
123406,M,student,0,7332,.72740006
123407,M,employed,1,6027,.67285335
123408,F,student,1,0,.30340019
123409,F,employed,1,19233,.94300044
123410,M,employed,0,7677,0
123411,F,employed,1,8720,0
123412,M,employed,1,12489,.73893088
123413,F,employed,1,9324,.8504172
123414,F,unemployed,0,20718,0
123415,F,retired,1,3379,0
123416,M,employed,1,42644,0
123417,F,employed,1,32883,.79161698
123418,M,employed,1,16757,.91758674
123419,M,employed,1,5633,0
123420,M,employed,0,142895,.28036487
123421,M,employed,1,26389,.92285693
123422,F,employed,0,22504,.38916203
123423,M,employed,1,8945,.64533317
123424,F,employed,1,17241,.60541677
123425,M,employed,1,9179,0
123426,F,retired,1,84096,.23229292
123427,F,retired,1,5647,.12418842
123428,M,employed,0,15348,.93113929
123429,M,retired,1,25252,.20499596
123430,M,employed,1,7600,.71781284
123431,M,student,0,17785,.78420383
123432,M,unemployed,0,0,.32741672
123433,M,student,0,0,.84410298
123434,F,unemployed,1,0,0
123435,F,employed,1,5409,.67651254
123436,F,employed,1,12854,.74280965
123437,F,employed,0,6643,.54564208
123438,F,employed,1,12727,.45431978
123439,M,employed,1,10278,.9441964
123440,F,retired,1,4476,.25636894
123441,F,retired,1,8668,.14875476
123442,M,retired,0,7211,.34587488
123443,M,employed,0,5485,.82047188
123444,M,employed,1,99648,0
123445,M,employed,0,8824,.59622431
123446,F,employed,1,97574,.88902891
123447,M,unemployed,1,7559,.42308185
123448,M,employed,1,19441,.6197868
123449,M,employed,0,6040,.61263347
123450,F,employed,1,5806,.61354268
123451,M,unemployed,1,0,0
123452,F,employed,0,11191,0
123453,F,employed,1,6284,.076006517
123454,M,employed,1,7100,.12909973
123455,M,employed,1,11174,0
123456,M,employed,1,10783,.19535695
123457,M,retired,1,4040,.12507674
123458,F,retired,0,15061,.13844405
123459,M,student,0,13368,.96604717
123460,M,employed,1,8880,.83805323
123461,M,employed,1,22126,.27989593
123462,M,employed,0,10939,.62610793
123463,M,employed,1,8201,0
123464,M,employed,1,35349,.29909632
123465,M,student,0,0,0
